"indicator","subtopic","short.description","population","year","comparison","adjusted.rate.ratio","adjusted.rate.ratio.low.CI","adjusted.rate.ratio.high.CI","adjusted.for","Significant"
"ind_76","Sunburn","Sunburnt last summer - badly","adults",2018,"Men: Most deprived vs least deprived",0.66,0.32,1.36,"Age, Ethnicity",FALSE
"ind_76","Sunburn","Sunburnt last summer - badly","adults",2018,"Men: Pacific vs non-Pacific",0.74,0.36,1.53,"Age",FALSE
"ind_76","Sunburn","Sunburnt last summer - badly","adults",2018,"Most deprived vs least deprived",0.72,0.42,1.24,"Age, Sex, Ethnicity",FALSE
"ind_76","Sunburn","Sunburnt last summer - badly","adults",2018,"Pacific vs non-Pacific",0.62,0.36,1.06,"Age, Sex",FALSE
"ind_76","Sunburn","Sunburnt last summer - badly","adults",2018,"Women vs men",0.74,0.52,1.04,"Age",FALSE
"ind_76","Sunburn","Sunburnt last summer - badly","adults",2018,"Women: Asian vs non-Asian",0.3,0.11,0.84,"Age",TRUE
"ind_76","Sunburn","Sunburnt last summer - badly","adults",2018,"Women: Maori vs non-Maori",1,0.6,1.65,"Age",FALSE
"ind_76","Sunburn","Sunburnt last summer - badly","adults",2018,"Women: Most deprived vs least deprived",0.84,0.42,1.69,"Age, Ethnicity",FALSE
"ind_76","Sunburn","Sunburnt last summer - badly","adults",2018,"Women: Pacific vs non-Pacific",0.45,0.24,0.83,"Age",TRUE
"ind_77","Sunburn","Sunburnt last summer - mild","adults",2018,"Asian vs non-Asian",0.38,0.25,0.58,"Age, Sex",TRUE
"ind_77","Sunburn","Sunburnt last summer - mild","adults",2018,"Maori vs non-Maori",1.08,0.92,1.26,"Age, Sex",FALSE
"ind_77","Sunburn","Sunburnt last summer - mild","adults",2018,"Men: Asian vs non-Asian",0.44,0.28,0.68,"Age",TRUE
"ind_77","Sunburn","Sunburnt last summer - mild","adults",2018,"Men: Maori vs non-Maori",1.13,0.88,1.44,"Age",FALSE
"ind_77","Sunburn","Sunburnt last summer - mild","adults",2018,"Men: Most deprived vs least deprived",0.81,0.59,1.11,"Age, Ethnicity",FALSE
"ind_77","Sunburn","Sunburnt last summer - mild","adults",2018,"Men: Pacific vs non-Pacific",0.35,0.21,0.57,"Age",TRUE
"ind_77","Sunburn","Sunburnt last summer - mild","adults",2018,"Most deprived vs least deprived",0.91,0.74,1.14,"Age, Sex, Ethnicity",FALSE
"ind_77","Sunburn","Sunburnt last summer - mild","adults",2018,"Pacific vs non-Pacific",0.48,0.36,0.64,"Age, Sex",TRUE
"ind_77","Sunburn","Sunburnt last summer - mild","adults",2018,"Women vs men",0.93,0.82,1.06,"Age",FALSE
"ind_77","Sunburn","Sunburnt last summer - mild","adults",2018,"Women: Asian vs non-Asian",0.33,0.16,0.7,"Age",TRUE
"ind_77","Sunburn","Sunburnt last summer - mild","adults",2018,"Women: Maori vs non-Maori",1.03,0.85,1.23,"Age",FALSE
"ind_77","Sunburn","Sunburnt last summer - mild","adults",2018,"Women: Most deprived vs least deprived",1.02,0.8,1.31,"Age, Ethnicity",FALSE
"ind_77","Sunburn","Sunburnt last summer - mild","adults",2018,"Women: Pacific vs non-Pacific",0.62,0.45,0.87,"Age",TRUE
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults",2016,"Asian vs non-Asian",0.93,0.84,1.02,"Age, Sex",FALSE
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults",2016,"Maori vs non-Maori",0.86,0.81,0.92,"Age, Sex",TRUE
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults",2016,"Men: Asian vs non-Asian",0.95,0.82,1.1,"Age",FALSE
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults",2016,"Men: Maori vs non-Maori",0.87,0.78,0.97,"Age",TRUE
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults",2016,"Men: Most deprived vs least deprived",0.83,0.74,0.92,"Age, Ethnicity",TRUE
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults",2016,"Men: Pacific vs non-Pacific",0.81,0.72,0.92,"Age",TRUE
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults",2016,"Most deprived vs least deprived",0.87,0.81,0.93,"Age, Sex, Ethnicity",TRUE
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults",2016,"Pacific vs non-Pacific",0.77,0.71,0.85,"Age, Sex",TRUE
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults",2016,"Women vs men",1.06,1.01,1.11,"Age",TRUE
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults",2016,"Women: Asian vs non-Asian",0.91,0.81,1.02,"Age",FALSE
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults",2016,"Women: Maori vs non-Maori",0.86,0.79,0.94,"Age",TRUE
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults",2016,"Women: Most deprived vs least deprived",0.91,0.84,0.98,"Age, Ethnicity",TRUE
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults",2016,"Women: Pacific vs non-Pacific",0.73,0.64,0.84,"Age",TRUE
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Asian vs non-Asian",0.82,0.7,0.96,"Age, Sex",TRUE
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Maori vs non-Maori",0.92,0.83,1.02,"Age, Sex",FALSE
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Men: Asian vs non-Asian",0.79,0.64,0.97,"Age",TRUE
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Men: Maori vs non-Maori",0.92,0.79,1.05,"Age",FALSE
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Men: Most deprived vs least deprived",0.85,0.73,0.99,"Age, Ethnicity",TRUE
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Men: Pacific vs non-Pacific",0.91,0.76,1.1,"Age",FALSE
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Most deprived vs least deprived",0.84,0.76,0.94,"Age, Sex, Ethnicity",TRUE
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Pacific vs non-Pacific",0.88,0.78,0.99,"Age, Sex",TRUE
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Women vs men",0.92,0.85,0.99,"Age",TRUE
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Women: Asian vs non-Asian",0.85,0.68,1.06,"Age",FALSE
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Women: Maori vs non-Maori",0.93,0.81,1.06,"Age",FALSE
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Women: Most deprived vs least deprived",0.83,0.72,0.96,"Age, Ethnicity",TRUE
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults",2016,"Women: Pacific vs non-Pacific",0.86,0.73,1.01,"Age",FALSE
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Asian vs non-Asian",NA,NA,NA,"Age, Sex",NA
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Maori vs non-Maori",1.52,0.8,2.9,"Age, Sex",FALSE
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Men: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Men: Maori vs non-Maori",1.5,0.7,3.22,"Age",FALSE
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Men: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Men: Pacific vs non-Pacific",0.67,0.27,1.66,"Age",FALSE
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Most deprived vs least deprived",NA,NA,NA,"Age, Sex, Ethnicity",NA
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Pacific vs non-Pacific",0.61,0.28,1.36,"Age, Sex",FALSE
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Women vs men",0.22,0.1,0.47,"Age",TRUE
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Women: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Women: Maori vs non-Maori",NA,NA,NA,"Age",NA
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Women: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults",2018,"Women: Pacific vs non-Pacific",NA,NA,NA,"Age",NA
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Asian vs non-Asian",0.93,0.79,1.11,"Age, Sex",FALSE
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Maori vs non-Maori",0.8,0.69,0.92,"Age, Sex",TRUE
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Men: Asian vs non-Asian",1,0.77,1.28,"Age",FALSE
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Men: Maori vs non-Maori",0.77,0.59,1,"Age",TRUE
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Men: Most deprived vs least deprived",0.91,0.73,1.14,"Age, Ethnicity",FALSE
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Men: Pacific vs non-Pacific",0.73,0.55,0.98,"Age",TRUE
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Most deprived vs least deprived",1.01,0.88,1.16,"Age, Sex, Ethnicity",FALSE
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Pacific vs non-Pacific",0.73,0.61,0.87,"Age, Sex",TRUE
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Women vs men",1.06,0.97,1.16,"Age",FALSE
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Women: Asian vs non-Asian",0.88,0.71,1.09,"Age",FALSE
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Women: Maori vs non-Maori",0.82,0.7,0.96,"Age",TRUE
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Women: Most deprived vs least deprived",1.11,0.93,1.32,"Age, Ethnicity",FALSE
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults",2016,"Women: Pacific vs non-Pacific",0.74,0.6,0.91,"Age",TRUE
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"Asian vs non-Asian",1,0.82,1.22,"Age, Sex",FALSE
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"Maori vs non-Maori",0.83,0.71,0.98,"Age, Sex",TRUE
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"Men: Asian vs non-Asian",1.01,0.75,1.35,"Age",FALSE
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"Men: Maori vs non-Maori",0.74,0.58,0.96,"Age",TRUE
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"Men: Most deprived vs least deprived",0.68,0.49,0.96,"Age, Ethnicity",TRUE
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"Men: Pacific vs non-Pacific",0.82,0.59,1.14,"Age",FALSE
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"Most deprived vs least deprived",0.78,0.63,0.97,"Age, Sex, Ethnicity",TRUE
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"Pacific vs non-Pacific",0.83,0.65,1.05,"Age, Sex",FALSE
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"Women vs men",1.21,1.06,1.38,"Age",TRUE
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"Women: Asian vs non-Asian",1,0.75,1.31,"Age",FALSE
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"Women: Maori vs non-Maori",0.91,0.74,1.11,"Age",FALSE
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"Women: Most deprived vs least deprived",0.86,0.67,1.11,"Age, Ethnicity",FALSE
"ind_81","Sun protective behaviours (and skin checks)","Sunglasses","adults",2016,"Women: Pacific vs non-Pacific",0.83,0.63,1.1,"Age",FALSE
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2016,"Asian vs non-Asian",0.8,0.63,1.01,"Age, Sex",FALSE
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2016,"Maori vs non-Maori",0.94,0.81,1.09,"Age, Sex",FALSE
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2016,"Men: Asian vs non-Asian",0.83,0.57,1.22,"Age",FALSE
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2016,"Men: Maori vs non-Maori",0.85,0.62,1.15,"Age",FALSE
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2016,"Men: Most deprived vs least deprived",0.81,0.58,1.13,"Age, Ethnicity",FALSE
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2016,"Men: Pacific vs non-Pacific",0.78,0.5,1.2,"Age",FALSE
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2016,"Most deprived vs least deprived",0.86,0.7,1.05,"Age, Sex, Ethnicity",FALSE
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2016,"Pacific vs non-Pacific",0.79,0.62,1,"Age, Sex",TRUE
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2016,"Women vs men",1.48,1.29,1.68,"Age",TRUE
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2016,"Women: Asian vs non-Asian",0.77,0.57,1.05,"Age",FALSE
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2016,"Women: Maori vs non-Maori",1.01,0.85,1.2,"Age",FALSE
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2016,"Women: Most deprived vs least deprived",0.89,0.72,1.11,"Age, Ethnicity",FALSE
"ind_82","Sun protective behaviours (and skin checks)","Shade","adults",2016,"Women: Pacific vs non-Pacific",0.79,0.61,1.04,"Age",FALSE
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults",2018,"Asian vs non-Asian",0.28,0.15,0.52,"Age, Sex",TRUE
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults",2018,"Maori vs non-Maori",0.82,0.62,1.07,"Age, Sex",FALSE
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults",2018,"Men: Asian vs non-Asian",0.45,0.19,1.08,"Age",FALSE
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults",2018,"Men: Maori vs non-Maori",0.87,0.55,1.39,"Age",FALSE
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults",2018,"Men: Most deprived vs least deprived",0.7,0.48,1.02,"Age, Ethnicity",FALSE
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults",2018,"Men: Pacific vs non-Pacific",0.23,0.12,0.45,"Age",TRUE
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults",2018,"Most deprived vs least deprived",0.72,0.56,0.94,"Age, Sex, Ethnicity",TRUE
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults",2018,"Pacific vs non-Pacific",0.51,0.34,0.77,"Age, Sex",TRUE
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults",2018,"Women vs men",0.97,0.83,1.14,"Age",FALSE
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults",2018,"Women: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults",2018,"Women: Maori vs non-Maori",0.77,0.57,1.04,"Age",FALSE
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults",2018,"Women: Most deprived vs least deprived",0.72,0.52,0.99,"Age, Ethnicity",TRUE
"ind_83","Sun protective behaviours (and skin checks)","Skin check in the last 2 years","adults",2018,"Women: Pacific vs non-Pacific",0.78,0.48,1.27,"Age",FALSE
"ind_84","Meal preparation","Main meal - prepared at home 5+ days","adults",2018,"Asian vs non-Asian",1.07,1.01,1.12,"Age, Sex",TRUE
"ind_84","Meal preparation","Main meal - prepared at home 5+ days","adults",2018,"Maori vs non-Maori",0.96,0.9,1.02,"Age, Sex",FALSE
"ind_84","Meal preparation","Main meal - prepared at home 5+ days","adults",2018,"Men: Asian vs non-Asian",1.04,0.96,1.13,"Age",FALSE
"ind_84","Meal preparation","Main meal - prepared at home 5+ days","adults",2018,"Men: Maori vs non-Maori",0.96,0.87,1.06,"Age",FALSE
"ind_84","Meal preparation","Main meal - prepared at home 5+ days","adults",2018,"Men: Most deprived vs least deprived",0.96,0.89,1.04,"Age, Ethnicity",FALSE
"ind_84","Meal preparation","Main meal - prepared at home 5+ days","adults",2018,"Men: Pacific vs non-Pacific",0.96,0.86,1.07,"Age",FALSE
"ind_84","Meal preparation","Main meal - prepared at home 5+ days","adults",2018,"Most deprived vs least deprived",0.97,0.92,1.02,"Age, Sex, Ethnicity",FALSE
"ind_84","Meal preparation","Main meal - prepared at home 5+ days","adults",2018,"Pacific vs non-Pacific",0.98,0.91,1.05,"Age, Sex",FALSE
"ind_84","Meal preparation","Main meal - prepared at home 5+ days","adults",2018,"Women vs men",1.02,0.97,1.06,"Age",FALSE
"ind_84","Meal preparation","Main meal - prepared at home 5+ days","adults",2018,"Women: Asian vs non-Asian",1.09,1.02,1.16,"Age",TRUE
"ind_84","Meal preparation","Main meal - prepared at home 5+ days","adults",2018,"Women: Maori vs non-Maori",0.96,0.89,1.03,"Age",FALSE
"ind_84","Meal preparation","Main meal - prepared at home 5+ days","adults",2018,"Women: Most deprived vs least deprived",0.98,0.91,1.06,"Age, Ethnicity",FALSE
"ind_84","Meal preparation","Main meal - prepared at home 5+ days","adults",2018,"Women: Pacific vs non-Pacific",1,0.93,1.08,"Age",FALSE
"ind_85","Meal preparation","Main meal - bought outside home 3+ days","adults",2018,"Asian vs non-Asian",0.71,0.41,1.23,"Age, Sex",FALSE
"ind_85","Meal preparation","Main meal - bought outside home 3+ days","adults",2018,"Maori vs non-Maori",1.12,0.76,1.66,"Age, Sex",FALSE
"ind_85","Meal preparation","Main meal - bought outside home 3+ days","adults",2018,"Men: Asian vs non-Asian",0.73,0.39,1.38,"Age",FALSE
"ind_85","Meal preparation","Main meal - bought outside home 3+ days","adults",2018,"Men: Maori vs non-Maori",1,0.54,1.84,"Age",FALSE
"ind_85","Meal preparation","Main meal - bought outside home 3+ days","adults",2018,"Men: Most deprived vs least deprived",1.29,0.67,2.49,"Age, Ethnicity",FALSE
"ind_85","Meal preparation","Main meal - bought outside home 3+ days","adults",2018,"Men: Pacific vs non-Pacific",1.2,0.62,2.34,"Age",FALSE
"ind_85","Meal preparation","Main meal - bought outside home 3+ days","adults",2018,"Most deprived vs least deprived",1.46,0.93,2.29,"Age, Sex, Ethnicity",FALSE
"ind_85","Meal preparation","Main meal - bought outside home 3+ days","adults",2018,"Pacific vs non-Pacific",1.11,0.7,1.77,"Age, Sex",FALSE
"ind_85","Meal preparation","Main meal - bought outside home 3+ days","adults",2018,"Women vs men",0.76,0.53,1.08,"Age",FALSE
"ind_85","Meal preparation","Main meal - bought outside home 3+ days","adults",2018,"Women: Asian vs non-Asian",0.69,0.28,1.72,"Age",FALSE
"ind_85","Meal preparation","Main meal - bought outside home 3+ days","adults",2018,"Women: Maori vs non-Maori",1.27,0.73,2.21,"Age",FALSE
"ind_85","Meal preparation","Main meal - bought outside home 3+ days","adults",2018,"Women: Most deprived vs least deprived",1.71,0.85,3.46,"Age, Ethnicity",FALSE
"ind_85","Meal preparation","Main meal - bought outside home 3+ days","adults",2018,"Women: Pacific vs non-Pacific",1,0.52,1.91,"Age",FALSE
"ind_86","Eating habits within households","Eating together - always/frequently","adults",2018,"Asian vs non-Asian",1,0.92,1.1,"Age, Sex",FALSE
"ind_86","Eating habits within households","Eating together - always/frequently","adults",2018,"Maori vs non-Maori",0.9,0.83,0.99,"Age, Sex",TRUE
"ind_86","Eating habits within households","Eating together - always/frequently","adults",2018,"Men: Asian vs non-Asian",0.9,0.78,1.04,"Age",FALSE
"ind_86","Eating habits within households","Eating together - always/frequently","adults",2018,"Men: Maori vs non-Maori",0.85,0.74,0.99,"Age",TRUE
"ind_86","Eating habits within households","Eating together - always/frequently","adults",2018,"Men: Most deprived vs least deprived",1.01,0.9,1.14,"Age, Ethnicity",FALSE
"ind_86","Eating habits within households","Eating together - always/frequently","adults",2018,"Men: Pacific vs non-Pacific",0.86,0.72,1.03,"Age",FALSE
"ind_86","Eating habits within households","Eating together - always/frequently","adults",2018,"Most deprived vs least deprived",1.02,0.95,1.1,"Age, Sex, Ethnicity",FALSE
"ind_86","Eating habits within households","Eating together - always/frequently","adults",2018,"Pacific vs non-Pacific",0.88,0.79,0.97,"Age, Sex",TRUE
"ind_86","Eating habits within households","Eating together - always/frequently","adults",2018,"Women vs men",0.96,0.91,1.01,"Age",FALSE
"ind_86","Eating habits within households","Eating together - always/frequently","adults",2018,"Women: Asian vs non-Asian",1.11,0.99,1.24,"Age",FALSE
"ind_86","Eating habits within households","Eating together - always/frequently","adults",2018,"Women: Maori vs non-Maori",0.95,0.85,1.06,"Age",FALSE
"ind_86","Eating habits within households","Eating together - always/frequently","adults",2018,"Women: Most deprived vs least deprived",1.04,0.94,1.14,"Age, Ethnicity",FALSE
"ind_86","Eating habits within households","Eating together - always/frequently","adults",2018,"Women: Pacific vs non-Pacific",0.9,0.77,1.04,"Age",FALSE
"ind_87","Eating habits within households","Eating together - sometimes","adults",2016,"Asian vs non-Asian",1.34,0.92,1.94,"Age, Sex",FALSE
"ind_87","Eating habits within households","Eating together - sometimes","adults",2016,"Maori vs non-Maori",1.22,0.92,1.62,"Age, Sex",FALSE
"ind_87","Eating habits within households","Eating together - sometimes","adults",2016,"Men: Asian vs non-Asian",1.71,1.01,2.88,"Age",TRUE
"ind_87","Eating habits within households","Eating together - sometimes","adults",2016,"Men: Maori vs non-Maori",1.21,0.78,1.89,"Age",FALSE
"ind_87","Eating habits within households","Eating together - sometimes","adults",2016,"Men: Most deprived vs least deprived",1.72,0.95,3.12,"Age, Ethnicity",FALSE
"ind_87","Eating habits within households","Eating together - sometimes","adults",2016,"Men: Pacific vs non-Pacific",1.38,0.83,2.27,"Age",FALSE
"ind_87","Eating habits within households","Eating together - sometimes","adults",2016,"Most deprived vs least deprived",1.75,1.19,2.56,"Age, Sex, Ethnicity",TRUE
"ind_87","Eating habits within households","Eating together - sometimes","adults",2016,"Pacific vs non-Pacific",1.19,0.84,1.68,"Age, Sex",FALSE
"ind_87","Eating habits within households","Eating together - sometimes","adults",2016,"Women vs men",1.02,0.78,1.34,"Age",FALSE
"ind_87","Eating habits within households","Eating together - sometimes","adults",2016,"Women: Asian vs non-Asian",1.02,0.59,1.78,"Age",FALSE
"ind_87","Eating habits within households","Eating together - sometimes","adults",2016,"Women: Maori vs non-Maori",1.22,0.86,1.73,"Age",FALSE
"ind_87","Eating habits within households","Eating together - sometimes","adults",2016,"Women: Most deprived vs least deprived",1.77,1.08,2.91,"Age, Ethnicity",TRUE
"ind_87","Eating habits within households","Eating together - sometimes","adults",2016,"Women: Pacific vs non-Pacific",1.02,0.67,1.55,"Age",FALSE
"ind_88","Eating habits within households","Eating together - almost never/never","adults",2016,"Asian vs non-Asian",1.27,0.64,2.52,"Age, Sex",FALSE
"ind_88","Eating habits within households","Eating together - almost never/never","adults",2016,"Maori vs non-Maori",1.1,0.62,1.93,"Age, Sex",FALSE
"ind_88","Eating habits within households","Eating together - almost never/never","adults",2016,"Men: Asian vs non-Asian",1.22,0.58,2.58,"Age",FALSE
"ind_88","Eating habits within households","Eating together - almost never/never","adults",2016,"Men: Maori vs non-Maori",1.34,0.58,3.12,"Age",FALSE
"ind_88","Eating habits within households","Eating together - almost never/never","adults",2016,"Men: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_88","Eating habits within households","Eating together - almost never/never","adults",2016,"Men: Pacific vs non-Pacific",0.19,0.05,0.78,"Age",TRUE
"ind_88","Eating habits within households","Eating together - almost never/never","adults",2016,"Most deprived vs least deprived",1.05,0.52,2.13,"Age, Sex, Ethnicity",FALSE
"ind_88","Eating habits within households","Eating together - almost never/never","adults",2016,"Pacific vs non-Pacific",0.36,0.14,0.92,"Age, Sex",TRUE
"ind_88","Eating habits within households","Eating together - almost never/never","adults",2016,"Women vs men",0.98,0.6,1.59,"Age",FALSE
"ind_88","Eating habits within households","Eating together - almost never/never","adults",2016,"Women: Asian vs non-Asian",1.3,0.37,4.56,"Age",FALSE
"ind_88","Eating habits within households","Eating together - almost never/never","adults",2016,"Women: Maori vs non-Maori",0.87,0.39,1.94,"Age",FALSE
"ind_88","Eating habits within households","Eating together - almost never/never","adults",2016,"Women: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_88","Eating habits within households","Eating together - almost never/never","adults",2016,"Women: Pacific vs non-Pacific",0.6,0.16,2.19,"Age",FALSE
"ind_89","Wellbeing","Important to maintain a strong connection to culture","adults",2018,"Asian vs non-Asian",1.34,1.24,1.45,"Age, Sex",TRUE
"ind_89","Wellbeing","Important to maintain a strong connection to culture","adults",2018,"Maori vs non-Maori",1.18,1.08,1.29,"Age, Sex",TRUE
"ind_89","Wellbeing","Important to maintain a strong connection to culture","adults",2018,"Men: Asian vs non-Asian",1.42,1.25,1.62,"Age",TRUE
"ind_89","Wellbeing","Important to maintain a strong connection to culture","adults",2018,"Men: Maori vs non-Maori",1.18,1,1.39,"Age",TRUE
"ind_89","Wellbeing","Important to maintain a strong connection to culture","adults",2018,"Men: Most deprived vs least deprived",1.03,0.87,1.22,"Age, Ethnicity",FALSE
"ind_89","Wellbeing","Important to maintain a strong connection to culture","adults",2018,"Men: Pacific vs non-Pacific",1.49,1.34,1.65,"Age",TRUE
"ind_89","Wellbeing","Important to maintain a strong connection to culture","adults",2018,"Most deprived vs least deprived",0.98,0.87,1.1,"Age, Sex, Ethnicity",FALSE
"ind_89","Wellbeing","Important to maintain a strong connection to culture","adults",2018,"Pacific vs non-Pacific",1.36,1.27,1.45,"Age, Sex",TRUE
"ind_89","Wellbeing","Important to maintain a strong connection to culture","adults",2018,"Women vs men",1.08,1,1.16,"Age",TRUE
"ind_89","Wellbeing","Important to maintain a strong connection to culture","adults",2018,"Women: Asian vs non-Asian",1.27,1.15,1.4,"Age",TRUE
"ind_89","Wellbeing","Important to maintain a strong connection to culture","adults",2018,"Women: Maori vs non-Maori",1.17,1.08,1.27,"Age",TRUE
"ind_89","Wellbeing","Important to maintain a strong connection to culture","adults",2018,"Women: Most deprived vs least deprived",0.93,0.82,1.06,"Age, Ethnicity",FALSE
"ind_89","Wellbeing","Important to maintain a strong connection to culture","adults",2018,"Women: Pacific vs non-Pacific",1.25,1.14,1.37,"Age",TRUE
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults",2018,"Asian vs non-Asian",NA,NA,NA,"Age, Sex",NA
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults",2018,"Maori vs non-Maori",1.9,0.9,4.03,"Age, Sex",FALSE
