"indicator","subtopic","short.description","population","year","group","female","female.low.CI","female.high.CI","male","male.low.CI","male.high.CI","total","total.low.CI","total.high.CI","estimated.number","estimated.number.low.CI","estimated.number.high.CI"
"ind_10","Gambling participation frequency","Non-continuous forms of gambling - at least weekly","adults",2016,"Maori",14.6,11.4,18.3,18.7,14.2,24,16.6,13.9,19.5,82000,69000,97000
"ind_10","Gambling participation frequency","Non-continuous forms of gambling - at least weekly","adults",2016,"Pacific",11.3,7.4,16.4,20,14.1,26.9,15.8,12.1,20.1,40000,31000,51000
"ind_10","Gambling participation frequency","Non-continuous forms of gambling - at least weekly","adults",2016,"Asian",5.8,2.7,10.7,7,3,13.3,6.4,3.7,10.1,35000,20000,55000
"ind_10","Gambling participation frequency","Non-continuous forms of gambling - at least weekly","adults",2016,"European/Other",17.9,15.5,20.5,16.1,13.9,18.4,17,15.3,18.8,487000,439000,538000
"ind_10","Gambling participation frequency","Non-continuous forms of gambling - at least weekly","adults",2018,"Least (1-3)",9,6.1,12.7,13.9,8.9,20.3,11.4,8.3,15.2,144000,105000,192000
"ind_10","Gambling participation frequency","Non-continuous forms of gambling - at least weekly","adults",2018,"Mid (4-7)",14.5,11.3,18.2,14.8,10.5,20,14.7,11.9,17.8,228000,185000,277000
"ind_10","Gambling participation frequency","Non-continuous forms of gambling - at least weekly","adults",2018,"Most (8-10)",14.5,10.4,19.5,17.3,12.7,22.9,15.9,13,19.2,175000,143000,211000
"ind_10","Gambling participation frequency","Non-continuous forms of gambling - at least weekly","adults",2018,"Total",12.7,10.8,14.9,15.4,12.7,18.5,14,12.4,15.8,553000,489000,625000
"ind_10","Gambling participation frequency","Non-continuous forms of gambling - at least weekly","adults",2018,"15-24",1.5,0.3,4.2,1,0,4.9,1.2,0.3,3.2,8000,2000,21000
"ind_10","Gambling participation frequency","Non-continuous forms of gambling - at least weekly","adults",2018,"25-44",7.1,5.1,9.6,8.7,4.9,14,7.9,5.7,10.6,103000,74000,138000
"ind_10","Gambling participation frequency","Non-continuous forms of gambling - at least weekly","adults",2018,"45-64",17.2,12.9,22.1,24.5,17.6,32.5,20.6,16.6,25.1,246000,198000,3e+05
"ind_10","Gambling participation frequency","Non-continuous forms of gambling - at least weekly","adults",2018,"65+",24,19,29.6,26.8,20.4,34,25.4,21.5,29.6,196000,166000,229000
"ind_10","Gambling participation frequency","Non-continuous forms of gambling - at least weekly","adults",2018,"Non-problem gambler",18.8,16,21.8,24.3,20.1,28.8,21.4,18.9,23.9,519000,461000,582000
"ind_10","Gambling participation frequency","Non-continuous forms of gambling - at least weekly","adults",2018,"Low-risk gambler",17.6,6.6,34.7,14.5,2.9,37.7,15.5,6.1,30.3,22000,9000,43000
"ind_10","Gambling participation frequency","Non-continuous forms of gambling - at least weekly","adults",2018,"Moderate-risk or problem gambler",NA,NA,NA,11.3,1.5,34.5,16,4.5,36.2,12000,3000,27000
"ind_10","Gambling participation frequency","Non-continuous forms of gambling - at least weekly","adults",2018,"Maori",15.2,10.9,20.4,15.2,10.9,20.3,15.2,12.2,18.6,78000,63000,96000
"ind_10","Gambling participation frequency","Non-continuous forms of gambling - at least weekly","adults",2018,"Pacific",11.2,7,16.7,17.3,10.6,25.9,14.3,10.2,19.1,38000,27000,50000
"ind_10","Gambling participation frequency","Non-continuous forms of gambling - at least weekly","adults",2018,"Asian",3.3,0.9,8,12.6,4.4,26.6,7.8,3.5,14.7,48000,21000,89000
"ind_10","Gambling participation frequency","Non-continuous forms of gambling - at least weekly","adults",2018,"European/Other",14.3,12,16.9,15.7,12.6,19.2,15,13,17.1,444000,387000,507000
"ind_100","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – not very well","adult Maori",2016,"Least (1-3)",31.4,13.8,54.1,31.5,17.1,48.9,31.5,20.2,44.6,29000,18000,41000
"ind_100","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – not very well","adult Maori",2016,"Mid (4-7)",34.4,23.7,46.4,33.9,18.5,52.4,34.2,25.6,43.6,63000,47000,81000
"ind_100","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – not very well","adult Maori",2016,"Most (8-10)",43.3,35.3,51.6,36.8,27.8,46.7,40.4,34.1,46.8,83000,70000,96000
"ind_100","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – not very well","adult Maori",2016,"Total",37.8,31.4,44.6,34.6,27.2,42.5,36.3,31.7,41.2,175000,153000,198000
"ind_100","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – not very well","adult Maori",2016,"15-24",42.2,26.6,59,28.4,13.4,47.8,35.1,24.1,47.5,47000,32000,63000
"ind_100","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – not very well","adult Maori",2016,"25-44",44.2,34.2,54.5,41,29,53.8,42.8,35.4,50.3,72000,59000,84000
"ind_100","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – not very well","adult Maori",2016,"45-64",31.8,22.4,42.5,35.5,23.8,48.5,33.5,25.9,41.9,47000,36000,58000
"ind_100","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – not very well","adult Maori",2016,"65+",19,7.4,36.8,28.6,8.6,57.6,23.3,11.6,39.2,10000,5000,16000
"ind_100","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – not very well","adult Maori",2018,"Least (1-3)",36.6,20.2,55.7,39.8,16.5,67.2,38.4,24.4,54,38000,24000,54000
"ind_100","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – not very well","adult Maori",2018,"Mid (4-7)",38.4,26.8,51.1,63,43.5,79.8,48.8,39.1,58.5,80000,64000,96000
"ind_100","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – not very well","adult Maori",2018,"Most (8-10)",39.6,30.9,48.9,32.4,17.6,50.2,36.1,27.4,45.6,90000,68000,114000
"ind_100","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – not very well","adult Maori",2018,"Total",38.5,32.1,45.3,42.7,31.9,54.1,40.5,34.9,46.5,209000,179000,239000
"ind_100","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – not very well","adult Maori",2018,"15-24",30.7,17.2,47.2,NA,NA,NA,30.9,16.6,48.6,44000,24000,69000
"ind_100","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – not very well","adult Maori",2018,"25-44",45.8,34.2,57.7,46.5,31.3,62.2,46.1,37.4,55,83000,67000,99000
"ind_100","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – not very well","adult Maori",2018,"45-64",39.9,27.8,53,54,36.7,70.5,46.3,35.4,57.5,61000,47000,75000
"ind_100","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – not very well","adult Maori",2018,"65+",30.7,11.6,56.4,37.8,12.9,68.5,34.1,18.4,52.7,21000,11000,32000
"ind_101","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – just a few words/phrases","adult Maori",2016,"Least (1-3)",53.1,32,73.4,56.1,37.4,73.6,54.8,41.2,67.8,50000,38000,62000
"ind_101","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – just a few words/phrases","adult Maori",2016,"Mid (4-7)",33.2,20,48.6,37.5,25.4,50.9,35.1,26.8,44.1,65000,50000,82000
"ind_101","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – just a few words/phrases","adult Maori",2016,"Most (8-10)",27.8,19.9,36.9,35.9,25.7,47.2,31.5,24.8,38.9,65000,51000,80000
"ind_101","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – just a few words/phrases","adult Maori",2016,"Total",34,26.6,42,41,33.5,48.9,37.3,32.3,42.6,180000,156000,205000
"ind_101","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – just a few words/phrases","adult Maori",2016,"15-24",25.7,12.2,43.8,47.6,30.4,65.2,36.9,25.7,49.3,49000,34000,65000
"ind_101","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – just a few words/phrases","adult Maori",2016,"25-44",28.7,19.3,39.6,35.4,23.3,49.1,31.7,24.4,39.7,53000,41000,67000
"ind_101","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – just a few words/phrases","adult Maori",2016,"45-64",43.9,31.4,57,42.3,30.4,55,43.2,34.7,51.9,60000,48000,72000
"ind_101","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – just a few words/phrases","adult Maori",2016,"65+",46.9,29,65.4,34.8,16.4,57.3,41.5,27.9,56,17000,12000,23000
"ind_101","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – just a few words/phrases","adult Maori",2018,"Least (1-3)",46.1,29.2,63.7,42.7,15.5,73.6,44.2,27.8,61.6,44000,28000,61000
"ind_101","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – just a few words/phrases","adult Maori",2018,"Mid (4-7)",33.5,22.9,45.5,18.2,7.3,34.8,27.1,18,37.8,45000,30000,62000
"ind_101","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – just a few words/phrases","adult Maori",2018,"Most (8-10)",24.4,17.2,32.9,32,19.8,46.2,28,21.5,35.4,70000,53000,88000
"ind_101","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – just a few words/phrases","adult Maori",2018,"Total",31.5,25.4,38.1,30.5,21.3,41.1,31,25.8,36.8,160000,133000,189000
"ind_101","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – just a few words/phrases","adult Maori",2018,"15-24",30.3,16,48.1,NA,NA,NA,29.3,16.4,45.2,42000,23000,64000
"ind_101","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – just a few words/phrases","adult Maori",2018,"25-44",27,18,37.6,31.2,16.5,49.3,29,20.3,39,52000,36000,70000
"ind_101","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – just a few words/phrases","adult Maori",2018,"45-64",32.3,21.9,44,27.3,15.9,41.4,30,22,39,39000,29000,51000
"ind_101","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – just a few words/phrases","adult Maori",2018,"65+",45.6,26.3,65.9,40.7,19.3,65,43.3,30.2,57,27000,19000,35000
"ind_11","Gambling participation frequency","Four or more activities","adults",2006,"Least (1-3)",7.6,4.2,12.6,11.7,6.8,18.5,9.6,6.9,12.8,101000,73000,135000
"ind_11","Gambling participation frequency","Four or more activities","adults",2006,"Mid (4-7)",10.1,6.5,14.8,13.5,9.1,19.2,11.7,8.8,15.3,160000,119000,209000
"ind_11","Gambling participation frequency","Four or more activities","adults",2006,"Most (8-10)",8.8,5.5,13.2,14.4,8.8,21.8,11.7,8.3,15.8,106000,75000,144000
"ind_11","Gambling participation frequency","Four or more activities","adults",2006,"Total",9,6.8,11.5,13.2,10.3,16.6,11,9.3,13,367000,311000,432000
"ind_11","Gambling participation frequency","Four or more activities","adults",2006,"15-24",5.3,2.4,10,19,9.8,31.5,12.2,7.3,18.7,74000,44000,114000
"ind_11","Gambling participation frequency","Four or more activities","adults",2006,"25-44",13.1,8.9,18.4,13,8.5,18.8,13.1,10,16.7,154000,118000,197000
"ind_11","Gambling participation frequency","Four or more activities","adults",2006,"45-64",8.6,5.1,13.5,13.9,9,20.3,11.1,8,15,116000,84000,156000
"ind_11","Gambling participation frequency","Four or more activities","adults",2006,"65+",4.1,1.4,9.2,5,2.1,10,4.6,2.4,7.7,23000,12000,38000
"ind_11","Gambling participation frequency","Four or more activities","adults",2006,"Maori",17.2,11.4,24.5,22.9,14.9,32.6,19.9,15,25.6,82000,62000,105000
"ind_11","Gambling participation frequency","Four or more activities","adults",2006,"Pacific",7.8,3.8,13.8,17,8.2,29.4,12.1,7.2,18.6,20000,12000,31000
"ind_11","Gambling participation frequency","Four or more activities","adults",2006,"Asian",7.6,2.6,16.6,11,5.3,19.4,9.2,4.4,16.6,26000,13000,47000
"ind_11","Gambling participation frequency","Four or more activities","adults",2006,"European/Other",8.1,5.8,11,12.2,8.8,16.3,10.1,8.1,12.4,267000,214000,329000
"ind_11","Gambling participation frequency","Four or more activities","adults",2008,"Least (1-3)",6.2,3.6,9.8,15.2,9,23.5,10.5,7,14.8,110000,74000,155000
"ind_11","Gambling participation frequency","Four or more activities","adults",2008,"Mid (4-7)",11.2,7.4,16,9.7,4.8,17,10.5,7.2,14.5,142000,98000,197000
"ind_11","Gambling participation frequency","Four or more activities","adults",2008,"Most (8-10)",9.1,5.4,14.1,14.5,8,23.5,11.7,7.9,16.5,112000,76000,158000
"ind_11","Gambling participation frequency","Four or more activities","adults",2008,"Total",9,6.9,11.5,12.8,9.3,17,10.8,8.9,13.2,364000,298000,443000
"ind_11","Gambling participation frequency","Four or more activities","adults",2008,"15-24",3.1,0.9,7.6,15,5.7,29.8,9,4.2,16.6,56000,26000,102000
"ind_11","Gambling participation frequency","Four or more activities","adults",2008,"25-44",8.3,5.3,12.4,17.3,10.3,26.4,12.6,8.8,17.2,151000,106000,206000
"ind_11","Gambling participation frequency","Four or more activities","adults",2008,"45-64",11.9,7.4,17.9,8.7,4.5,14.7,10.2,7.1,14.2,108000,75000,149000
"ind_11","Gambling participation frequency","Four or more activities","adults",2008,"65+",11.6,5.7,20.2,7.8,1.4,22.6,10,5.2,17,50000,26000,85000
"ind_11","Gambling participation frequency","Four or more activities","adults",2008,"Maori",10.8,6.4,16.7,12.8,7.1,20.7,11.7,8,16.4,50000,34000,69000
"ind_11","Gambling participation frequency","Four or more activities","adults",2008,"Pacific",9.3,4.5,16.6,5.8,2.4,11.6,7.7,4.5,12,14000,8000,22000
"ind_11","Gambling participation frequency","Four or more activities","adults",2008,"Asian",1.8,0.2,6.5,0,0,18.7,0.9,0.1,3.4,3000,0,11000
"ind_11","Gambling participation frequency","Four or more activities","adults",2008,"European/Other",9.4,6.9,12.4,14.7,10.4,19.9,12,9.5,14.9,320000,253000,398000
"ind_11","Gambling participation frequency","Four or more activities","adults",2010,"Least (1-3)",10.1,6.1,15.4,16.8,8.7,28,13.5,8.8,19.3,157000,103000,226000
"ind_11","Gambling participation frequency","Four or more activities","adults",2010,"Mid (4-7)",13.8,9.3,19.5,26.7,18.8,35.8,19.9,15.4,25,249000,193000,314000
"ind_11","Gambling participation frequency","Four or more activities","adults",2010,"Most (8-10)",17,12.3,22.5,11.7,7.4,17.2,14.5,11,18.6,148000,113000,190000
"ind_11","Gambling participation frequency","Four or more activities","adults",2010,"Total",13.6,10.9,16.5,18.8,14.5,23.9,16.1,13.6,18.9,554000,470000,651000
"ind_11","Gambling participation frequency","Four or more activities","adults",2010,"15-24",11.9,5.4,21.7,10.4,3,24.4,11.1,5.6,19.2,66000,33000,113000
"ind_11","Gambling participation frequency","Four or more activities","adults",2010,"25-44",14.3,9.7,20,23.8,15.3,34.1,18.8,14.1,24.3,221000,166000,284000
"ind_11","Gambling participation frequency","Four or more activities","adults",2010,"45-64",14.3,9.7,20,22.6,14,33.2,18.3,13.5,24,208000,153000,272000
"ind_11","Gambling participation frequency","Four or more activities","adults",2010,"65+",12.2,6,21.3,9.7,4.6,17.4,11,6.7,16.8,61000,37000,92000
"ind_11","Gambling participation frequency","Four or more activities","adults",2010,"Non-problem gambler",13.6,10.4,17.3,21.2,15.5,27.9,17.2,13.9,20.8,426000,346000,516000
"ind_11","Gambling participation frequency","Four or more activities","adults",2010,"Low-risk gambler",35.3,19.6,53.9,29.1,14.8,47.3,31.8,21,44.4,65000,43000,91000
"ind_11","Gambling participation frequency","Four or more activities","adults",2010,"Moderate-risk or problem gambler",65.5,35.8,88.3,52.5,26.8,77.2,58,39,75.3,63000,42000,81000
"ind_11","Gambling participation frequency","Four or more activities","adults",2010,"Maori",26.7,18.6,36.2,18.7,9.4,31.6,22.9,16.3,30.7,1e+05,71000,134000
"ind_11","Gambling participation frequency","Four or more activities","adults",2010,"Pacific",12,7,18.7,15.6,7.3,27.8,13.8,8.9,20,27000,17000,39000
"ind_11","Gambling participation frequency","Four or more activities","adults",2010,"Asian",3.8,0.7,11.1,8,1.3,23.7,5.8,1.8,13.6,21000,6000,49000
"ind_11","Gambling participation frequency","Four or more activities","adults",2010,"European/Other",13.8,10.7,17.5,21.4,15.9,27.7,17.5,14.3,20.9,471000,387000,564000
"ind_11","Gambling participation frequency","Four or more activities","adults",2012,"Least (1-3)",10.9,6.3,17.1,16.9,10.2,25.5,13.9,9,20,132000,86000,190000
"ind_11","Gambling participation frequency","Four or more activities","adults",2012,"Mid (4-7)",15.7,10.9,21.5,12.2,8.5,16.9,14,10.4,18.3,210000,156000,275000
"ind_11","Gambling participation frequency","Four or more activities","adults",2012,"Most (8-10)",12.4,8.5,17.2,17.3,11.3,24.9,14.7,10.7,19.7,155000,112000,207000
"ind_11","Gambling participation frequency","Four or more activities","adults",2012,"Total",13.4,10.7,16.5,15.1,11.9,18.7,14.2,11.9,16.9,497000,415000,591000
"ind_11","Gambling participation frequency","Four or more activities","adults",2012,"15-24",11.6,5.8,19.9,12.9,5.2,25.1,12.2,6.5,20.4,76000,40000,127000
"ind_11","Gambling participation frequency","Four or more activities","adults",2012,"25-44",12.4,9,16.6,19.5,13.8,26.2,15.8,12.4,19.7,181000,142000,226000
"ind_11","Gambling participation frequency","Four or more activities","adults",2012,"45-64",16.1,11.6,21.5,11.1,6.9,16.6,13.8,10.4,17.8,153000,115000,198000
"ind_11","Gambling participation frequency","Four or more activities","adults",2012,"65+",11.9,7.2,18.1,16.1,10.1,23.8,14,9.6,19.4,87000,60000,121000
"ind_11","Gambling participation frequency","Four or more activities","adults",2012,"Non-problem gambler",17.6,13.8,21.8,19.8,15.3,24.9,18.6,15.3,22.2,424000,350000,506000
"ind_11","Gambling participation frequency","Four or more activities","adults",2012,"Low-risk gambler",59.2,31.7,83,55.6,31.1,78.2,57.1,39.2,73.8,54000,37000,70000
"ind_11","Gambling participation frequency","Four or more activities","adults",2012,"Moderate-risk or problem gambler",NA,NA,NA,NA,NA,NA,40.3,18.8,65,19000,9000,30000
